	Unnamed: 0	form	lemma	xpos	syll	stress	phon	syll_count	comment	stress_syl	root	key
15130	189293	necunoscut	=	Ncms-n	ne.cu.nos.cut	necunosc'ut	n e k u n o s k u t	4		3	n e k u n o s k u t	necunoscut|=|Ncms-n|3
15131	189312	necunoscută	=	Ncfsrn	ne.cu.nos.cu.tă	necunosc'ută	n e k u n o s k u t @	5		3	n e k u n o s k u t	necunoscută|=|Ncfsrn|3
15132	189329	necunoscător	=	Afpms-n	ne.cu.nos.că.tor	necunoscăt'or	n e k u n o s k @ t o r	5		4	n e k u n o s k @ t o r	necunoscător|=|Afpms-n|4
15133	189330	necunoscător	=	Ncms-n	ne.cu.nos.că.tor	necunoscăt'or	n e k u n o s k @ t o r	5		4	n e k u n o s k @ t o r	necunoscător|=|Ncms-n|4
15134	189343	necurat	=	Afpms-n	ne.cu.rat	necur'at	n e k u r a t	3		2	n e k u r a t	necurat|=|Afpms-n|2
15135	189357	necurmat	=	Afpms-n	ne.cur.mat	necurm'at	n e k u r m a t	3		2	n e k u r m a t	necurmat|=|Afpms-n|2
15136	189372	necurățat	=	Afpms-n	ne.cu.ră.țat	necurăț'at	n e k u r @ ts a t	4		3	n e k u r @ ts a t	necurățat|=|Afpms-n|3
15137	189386	necurăție	=	Ncfsrn	ne.cu.ră.ți.e	necurăț'ie	n e k u r @ ts i e	5		3	n e k u r @ ts i	necurăție|=|Ncfsrn|3
15138	189400	necuvenit	=	Afpms-n	ne.cu.ve.nit	necuven'it	n e k u v e n i t	4		3	n e k u v e n i t	necuvenit|=|Afpms-n|3
15139	189420	necuviincios	=	Afpms-n	ne.cu.vi.in.cios	necuviinci'os	n e k u v i i n tS o s	5		4	n e k u v i i n tS o s	necuviincios|=|Afpms-n|4
15140	189429	necuvântat	=	Afpms-n	ne.cu.vân.tat	necuvânt'at	n e k u v 1 n t a t	4		3	n e k u v 1 n t a t	necuvântat|=|Afpms-n|3
15141	189481	nedecis	=	Afpms-n	ne.de.cis	nedec'is	n e d e tS i s	3		2	n e d e tS i s	nedecis|=|Afpms-n|2
15142	189497	nedeclarat	=	Afpms-n	ne.de.cla.rat	nedeclar'at	n e d e k l a r a t	4		3	n e d e k l a r a t	nedeclarat|=|Afpms-n|3
15143	189531	nedefinit	=	Afpms-n	ne.de.fi.nit	nedefin'it	n e d e f i n i t	4		3	n e d e f i n i t	nedefinit|=|Afpms-n|3
15144	189538	nedefinitiv	=	Afpms-n	ne.de.fi.ni.tiv	nedefinit'iv	n e d e f i n i t i v	5		4	n e d e f i n i t i v	nedefinitiv|=|Afpms-n|4
15145	189573	nedelicatețe	=	Ncfsrn	ne.de.li.ca.te.țe	nedelicat'ețe	n e d e l i k a t e ts e	6		4	n e d e l i k a t e ts	nedelicatețe|=|Ncfsrn|4
15146	189588	nedemn	=	Afpms-n	ne.demn	ned'emn	n e d e m n	2		1	n e d e m n	nedemn|=|Afpms-n|1
15147	189602	nedemocratic	=	Afpms-n	ne.de.mo.cra.tic	nedemocr'atic	n e d e m o k r a t i k	5		3	n e d e m o k r a t i k	nedemocratic|=|Afpms-n|3
15148	189640	nedeprins	=	Afpms-n	ne.de.prins	nedepr'ins	n e d e p r i n s	3		2	n e d e p r i n s	nedeprins|=|Afpms-n|2
15149	189678	nedescoperit	=	Afpms-n	ne.des.co.pe.rit	nedescoper'it	n e d e s k o p e r i t	5		4	n e d e s k o p e r i t	nedescoperit|=|Afpms-n|4
15150	189693	nedescris	=	Afpms-n	ne.des.cris	nedescr'is	n e d e s k r i s	3		2	n e d e s k r i s	nedescris|=|Afpms-n|2
15151	189720	nedesemnat	=	Afpms-n	ne.de.sem.nat	nedesemn'at	n e d e s e m n a t	4		3	n e d e s e m n a t	nedesemnat|=|Afpms-n|3
15152	189758	nedeterminat	=	Afpms-n	ne.de.ter.mi.nat	nedetermin'at	n e d e t e r m i n a t	5		4	n e d e t e r m i n a t	nedeterminat|=|Afpms-n|4
15153	189791	nedezbrăcat	=	Afpms-n	ne.dez.bră.cat	nedezbrăc'at	n e d e z b r @ k a t	4		3	n e d e z b r @ k a t	nedezbrăcat|=|Afpms-n|3
15154	189821	nedezmeticit	=	Afpms-n	ne.dez.me.ti.cit	nedezmetic'it	n e d e z m e t i tS i t	5		4	n e d e z m e t i tS i t	nedezmeticit|=|Afpms-n|4
15155	189853	nedigerat	=	Afpms-n	ne.di.ge.rat	nediger'at	n e d i gZ e r a t	4		3	n e d i gZ e r a t	nedigerat|=|Afpms-n|3
15156	189877	nediscutabil	=	Afpms-n	ne.dis.cu.ta.bil	nediscut'abil	n e d i s k u t a b i l	5		3	n e d i s k u t a b i l	nediscutabil|=|Afpms-n|3
15157	189891	nedisimulat	=	Afpms-n	ne.di.si.mu.lat	nedisimul'at	n e d i s i m u l a t	5		4	n e d i s i m u l a t	nedisimulat|=|Afpms-n|4
15158	189915	nedispus	=	Afpms-n	ne.dis.pus	nedisp'us	n e d i s p u s	3		2	n e d i s p u s	nedispus|=|Afpms-n|2
15159	189953	nedorit	=	Afpms-n	ne.do.rit	nedor'it	n e d o r i t	3		2	n e d o r i t	nedorit|=|Afpms-n|2
15160	189967	nedormire	=	Ncfsrn	ne.dor.mi.re	nedorm'ire	n e d o r m i r e	4		2	n e d o r m i r	nedormire|=|Ncfsrn|2
15161	189974	nedormit	=	Afpms-n	ne.dor.mit	nedorm'it	n e d o r m i t	3		2	n e d o r m i t	nedormit|=|Afpms-n|2
15162	190018	nedreptăți	=	Vmnp	ne.drep.tă.ți	nedreptăț'i	n e d r e p t @ ts i	4		3	n e d r e p t @ ts	nedreptăți|=|Vmnp|3
15163	190038	nedreptățit	=	Afpms-n	ne.drep.tă.țit	nedreptăț'it	n e d r e p t @ ts i t	4		3	n e d r e p t @ ts i t	nedreptățit|=|Afpms-n|3
15164	190058	nedrept	=	Afpms-n	ne.drept	nedr'ept	n e d r e p t	2		1	n e d r e p t	nedrept|=|Afpms-n|1
15165	190059	nedrept	=	Ncms-n	ne.drept	nedr'ept	n e d r e p t	2		1	n e d r e p t	nedrept|=|Ncms-n|1
15166	190061	nedreptate	=	Ncfsrn	ne.drep.ta.te	nedrept'ate	n e d r e p t a t e	4		2	n e d r e p t a t	nedreptate|=|Ncfsrn|2
15167	190100	nedumeri	=	Vmnp	ne.du.me.ri	nedumer'i	n e d u m e r i	4		3	n e d u m e r	nedumeri|=|Vmnp|3
15168	190105	nedumerire	=	Ncfsrn	ne.du.me.ri.re	nedumer'ire	n e d u m e r i r e	5		3	n e d u m e r i r	nedumerire|=|Ncfsrn|3
15169	190122	nedumerit	=	Afpms-n	ne.du.me.rit	nedumer'it	n e d u m e r i t	4		3	n e d u m e r i t	nedumerit|=|Afpms-n|3
15170	190145	nedus	=	Afpms-n	ne.dus	ned'us	n e d u s	2		1	n e d u s	nedus|=|Afpms-n|1
15171	190162	neechivoc	=	Afpms-n	ne.e.chi.voc	neechiv'oc	n e e k_j i v o k	4		3	n e e k_j i v o k	neechivoc|=|Afpms-n|3
15172	190163	neeconomicos	=	Afpms-n	ne.e.co.no.mi.cos	neeconomic'os	n e e k o n o m i k o s	6		5	n e e k o n o m i k o s	neeconomicos|=|Afpms-n|5
15173	190164	needucat	=	Afpms-n	ne.e.du.cat	needuc'at	n e e d u k a t	4		3	n e e d u k a t	needucat|=|Afpms-n|3
15174	190167	neegalat	=	Afpms-n	ne.e.ga.lat	neegal'at	n e e g a l a t	4		3	n e e g a l a t	neegalat|=|Afpms-n|3
15175	190198	neesențial	=	Afpms-n	ne.e.sen.țial	neesenți'al	n e e s e n ts j a l	4		3	n e e s e n ts j a l	neesențial|=|Afpms-n|3
15176	190213	neetanș	=	Afpms-n	ne.e.tanș	neet'anș	n e e t a n S	3		2	n e e t a n S	neetanș|=|Afpms-n|2
15177	190215	neetichetat	=	Afpms-n	ne.e.ti.che.tat	neetichet'at	n e e t i k_j e t a t	5		4	n e e t i k_j e t a t	neetichetat|=|Afpms-n|4
15178	190231	neevaluat	=	Afpms-n	ne.e.va.luat	neevalu'at	n e e v a l w a t	4		3	n e e v a l w a t	neevaluat|=|Afpms-n|3
15179	190258	neexactitate	=	Ncfsrn	ne.e.xac.ti.ta.te	neexactit'ate	n e e g z a k t i t a t e	6		4	n e e gz a k t i t a t	neexactitate|=|Ncfsrn|4
15180	190291	neexplicat	=	Afpms-n	ne.ex.pli.cat	neexplic'at	n e e k s p l i k a t	4		3	n e e ks p l i k a t	neexplicat|=|Afpms-n|3
15181	190297	neexploatat	=	Afpms-n	ne.ex.ploa.tat	neexploat'at	n e e k s p l o_X a t a t	4		3	n e e ks p l o_X a t a t	neexploatat|=|Afpms-n|3
15182	190312	neexplorat	=	Afpms-n	ne.ex.plo.rat	neexplor'at	n e e k s p l o r a t	4		3	n e e ks p l o r a t	neexplorat|=|Afpms-n|3
15183	190327	neexprimat	=	Afpms-n	ne.ex.pri.mat	neexprim'at	n e e k s p r i m a t	4		3	n e e ks p r i m a t	neexprimat|=|Afpms-n|3
15184	190351	nefăcut	=	Afpms-n	ne.fă.cut	nefăc'ut	n e f @ k u t	3		2	n e f @ k u t	nefăcut|=|Afpms-n|2
15185	190373	nefalsificat	=	Afpms-n	ne.fal.si.fi.cat	nefalsific'at	n e f a l s i f i k a t	5		4	n e f a l s i f i k a t	nefalsificat|=|Afpms-n|4
15186	190390	nefast	=	Afpms-n	ne.fast	nef'ast	n e f a s t	2		1	n e f a s t	nefast|=|Afpms-n|1
15187	190400	nefavorabil	=	Afpms-n	ne.fa.vo.ra.bil	nefavor'abil	n e f a v o r a b i l	5		3	n e f a v o r a b i l	nefavorabil|=|Afpms-n|3
15188	190434	neferici	=	Vmnp	ne.fe.ri.ci	neferic'i	n e f e r i tS i	4		3	n e f e r i tS	neferici|=|Vmnp|3
15189	190441	nefericire	=	Ncfsrn	ne.fe.ri.ci.re	neferic'ire	n e f e r i tS i r e	5		3	n e f e r i tS i r	nefericire|=|Ncfsrn|3
15190	190459	nefericit	=	Afpms-n	ne.fe.ri.cit	neferic'it	n e f e r i tS i t	4		3	n e f e r i tS i t	nefericit|=|Afpms-n|3
15191	190460	nefericit	=	Ncms-n	ne.fe.ri.cit	neferic'it	n e f e r i tS i t	4		3	n e f e r i tS i t	nefericit|=|Ncms-n|3
15192	190502	neferos	=	Afpms-n	ne.fe.ros	nefer'os	n e f e r o s	3		2	n e f e r o s	neferos|=|Afpms-n|2
15193	190522	nefinalizat	=	Afpms-n	ne.fi.na.li.zat	nefinaliz'at	n e f i n a l i z a t	5		4	n e f i n a l i z a t	nefinalizat|=|Afpms-n|4
15194	190536	nefinanțat	=	Afpms-n	ne.fi.nan.țat	nefinanț'at	n e f i n a n ts a t	4		3	n e f i n a n ts a t	nefinanțat|=|Afpms-n|3
15195	190543	nefinisat	=	Afpms-n	ne.fi.ni.sat	nefinis'at	n e f i n i s a t	4		3	n e f i n i s a t	nefinisat|=|Afpms-n|3
15196	190559	nefiresc	=	Afpms-n	ne.fi.resc	nefir'esc	n e f i r e s k	3		2	n e f i r e s k	nefiresc|=|Afpms-n|2
15197	190600	nefolosit	=	Afpms-n	ne.fo.lo.sit	nefolos'it	n e f o l o s i t	4		3	n e f o l o s i t	nefolosit|=|Afpms-n|3
15198	190614	nefondat	=	Afpms-n	ne.fon.dat	nefond'at	n e f o n d a t	3		2	n e f o n d a t	nefondat|=|Afpms-n|2
15199	190637	neforțat	=	Afpms-n	ne.for.țat	neforț'at	n e f o r ts a t	3		2	n e f o r ts a t	neforțat|=|Afpms-n|2
15200	190657	nefralgie	=	Ncfsrn	ne.fral.gi.e	nefralg'ie	n e f r a l gZ i e	4		2	n e f r a l gZ i	nefralgie|=|Ncfsrn|2
15201	190670	nefrecventabil	=	Afpms-n	ne.frec.ven.ta.bil	nefrecvent'abil	n e f r e k v e n t a b i l	5		3	n e f r e k v e n t a b i l	nefrecventabil|=|Afpms-n|3
15202	190688	nefrit	=	Ncms-n	ne.frit	nefr'it	n e f r i t	2		1	n e f r i t	nefrit|=|Ncms-n|1
15203	190689	nefritic	=	Afpms-n	ne.fri.tic	nefr'itic	n e f r i t i k	3		1	n e f r i t i k	nefritic|=|Afpms-n|1
15204	190708	nefron	=	Ncms-n	ne.fron	nefr'on	n e f r o n	2		1	n e f r o n	nefron|=|Ncms-n|1
15205	190720	nefroptoză	=	Ncfsrn	ne.frop.to.ză	nefropt'oză	n e f r o p t o z @	4		2	n e f r o p t o z	nefroptoză|=|Ncfsrn|2
15206	190721	nefrosclerotic	=	Afpms-n	ne.fro.scle.ro.tic	nefroscler'otic	n e f r o s k l e r o t i k	5		3	n e f r o s k l e r o t i k	nefrosclerotic|=|Afpms-n|3
15207	190749	nefumător	=	Afpms-n	ne.fu.mă.tor	nefumăt'or	n e f u m @ t o r	4		3	n e f u m @ t o r	nefumător|=|Afpms-n|3
15208	190754	nefuncțional	=	Afpms-n	ne.func.țio.nal	nefuncțion'al	n e f u n k ts j o n a l	4		3	n e f u n k ts j o n a l	nefuncțional|=|Afpms-n|3
15209	190769	nefundamentat	=	Afpms-n	ne.fun.da.men.tat	nefundament'at	n e f u n d a m e n t a t	5		4	n e f u n d a m e n t a t	nefundamentat|=|Afpms-n|4
15210	190798	negăsit	=	Afpms-n	ne.gă.sit	negăs'it	n e g @ s i t	3		2	n e g @ s i t	negăsit|=|Afpms-n|2
15211	190809	nega	=	Vmnp	ne.ga	neg'a	n e g a	2		1	n e g	nega|=|Vmnp|1
15212	190821	negare	=	Ncfsrn	ne.ga.re	neg'are	n e g a r e	3		1	n e g a r	negare|=|Ncfsrn|1
15213	190840	negat	=	Afpms-n	ne.gat	neg'at	n e g a t	2		1	n e g a t	negat|=|Afpms-n|1
15214	190849	negativ	=	Afpms-n	ne.ga.tiv	negat'iv	n e g a t i v	3		2	n e g a t i v	negativ|=|Afpms-n|2
15215	190850	negativ	=	Ncms-n	ne.ga.tiv	negat'iv	n e g a t i v	3		2	n e g a t i v	negativ|=|Ncms-n|2
15216	190852	negativa	=	Vmnp	ne.ga.ti.va	negativ'a	n e g a t i v a	4		3	n e g a t i v	negativa|=|Vmnp|3
15217	190892	negativism	=	Ncms-n	ne.ga.ti.vism	negativ'ism	n e g a t i v i s m	4		3	n e g a t i v i s m	negativism|=|Ncms-n|3
15218	190922	neghiob	=	Afpms-n	ne.ghiob	neghi'ob	n e g_j o b	2		1	n e g_j o b	neghiob|=|Afpms-n|1
15219	190923	neghiob	=	Ncms-n	ne.ghiob	neghi'ob	n e g_j o b	2		1	n e g_j o b	neghiob|=|Ncms-n|1
15220	190926	neghiobesc	=	Afpms-n	ne.ghio.besc	neghiob'esc	n e g_j o b e s k	3		2	n e g_j o b e s k	neghiobesc|=|Afpms-n|2
15221	190951	neglija	=	Vmnp	ne.gli.ja	neglij'a	n e g l i Z a	3		2	n e g l i Z	neglija|=|Vmnp|2
15222	190965	neglijat	=	Afpms-n	ne.gli.jat	neglij'at	n e g l i Z a t	3		2	n e g l i Z a t	neglijat|=|Afpms-n|2
15223	190989	neglijent	=	Afpms-n	ne.gli.jent	neglij'ent	n e g l i Z e n t	3		2	n e g l i Z e n t	neglijent|=|Afpms-n|2
15224	191009	neglijență	=	Ncfsrn	ne.gli.jen.ță	neglij'ență	n e g l i Z e n ts @	4		2	n e g l i Z e n ts	neglijență|=|Ncfsrn|2
15225	191018	negoț	=	Ncms-n	ne.goț	neg'oț	n e g o ts	2		1	n e g o ts	negoț|=|Ncms-n|1
15226	191026	negocia	=	Vmnp	ne.go.ci.a	negoci'a	n e g o tS i a	4		3	n e g o tS i	negocia|=|Vmnp|3
15227	191027	negociabil	=	Afpms-n	ne.go.ci.a.bil	negoci'abil	n e g o tS i a b i l	5		3	n e g o tS i a b i l	negociabil|=|Afpms-n|3
15228	191053	negociat	=	Afpms-n	ne.go.ci.at	negoci'at	n e g o tS i a t	4		3	n e g o tS i a t	negociat|=|Afpms-n|3
15229	191062	negociator	=	Ncms-n	ne.go.ci.a.tor	negociat'or	n e g o tS i a t o r	5		4	n e g o tS i a t o r	negociator|=|Ncms-n|4
15230	191086	negociere	=	Ncfsrn	ne.go.ci.e.re	negoci'ere	n e g o tS i e r e	5		3	n e g o tS i e r	negociere|=|Ncfsrn|3
15231	191123	negreață	=	Ncfsrn	ne.grea.ță	negre'ață	n e g r e_X a ts @	3		1	n e g r e_X a ts	negreață|=|Ncfsrn|1
15232	191144	negri	=	Vmnp	ne.gri	negr'i	n e g r i	2		1	n e g r	negri|=|Vmnp|1
15233	191147	negrid	=	Afpms-n	ne.grid	negr'id	n e g r i d	2		1	n e g r i d	negrid|=|Afpms-n|1
15234	191148	negrid	=	Ncms-n	ne.grid	negr'id	n e g r i d	2		1	n e g r i d	negrid|=|Ncms-n|1
15235	191181	negru	=	Afpms-n	ne.gru	n'egru	n e g r w	-1	syll count mismatch	0	n e g r	negru|=|Afpms-n|0
15236	191182	negru	=	Ncms-n	ne.gru	n'egru	n e g r w	-1	syll count mismatch	0	n e g r	negru|=|Ncms-n|0
15237	191191	negrușcă	=	Ncfsrn	ne.gruș.că	negr'ușcă	n e g r u S k @	3		1	n e g r u S k	negrușcă|=|Ncfsrn|1
15238	191197	negruț	=	Afpms-n	ne.gruț	negr'uț	n e g r u ts	2		1	n e g r u ts	negruț|=|Afpms-n|1
15239	191220	negură	=	Ncfsrn	ne.gu.ră	n'egură	n e g u r @	3		0	n e g u r	negură|=|Ncfsrn|0
15240	191221	negustor	=	Ncms-n	ne.gus.tor	negust'or	n e g u s t o r	3		2	n e g u s t o r	negustor|=|Ncms-n|2
15241	191229	neguvernamental	=	Afpms-n	ne.gu.ver.na.men.tal	neguvernament'al	n e g u v e r n a m e n t a l	6		5	n e g u v e r n a m e n t a l	neguvernamental|=|Afpms-n|5
15242	191242	neguvernat	=	Afpms-n	ne.gu.ver.nat	neguvern'at	n e g u v e r n a t	4		3	n e g u v e r n a t	neguvernat|=|Afpms-n|3
15243	191248	neguțător	=	Ncms-n	ne.gu.ță.tor	neguțăt'or	n e g u ts @ t o r	4		3	n e g u ts @ t o r	neguțător|=|Ncms-n|3
15244	191251	neguțătorie	=	Ncfsrn	ne.gu.ță.to.ri.e	neguțător'ie	n e g u ts @ t o r i e	6		4	n e g u ts @ t o r i	neguțătorie|=|Ncfsrn|4
15245	191301	nehotărât	=	Afpms-n	ne.ho.tă.rât	nehotăr'ât	n e h o t @ r 1 t	4		3	n e h o t @ r 1 t	nehotărât|=|Afpms-n|3
15246	191332	neică	=	Ncms-n	ne.i.că	n'eică	n e i k @	3		0	n e i k	neică|=|Ncms-n|0
15247	191336	neidentificat	=	Afpms-n	ne.i.den.ti.fi.cat	neidentific'at	n e i d e n t i f i k a t	6		5	n e i d e n t i f i k a t	neidentificat|=|Afpms-n|5
15248	191355	neiertat	=	Afpms-n	ne.ier.tat	neiert'at	n e j e r t a t	3		2	n e j e r t a t	neiertat|=|Afpms-n|2
15249	191379	neimaginat	=	Afpms-n	ne.i.ma.gi.nat	neimagin'at	n e i m a gZ i n a t	5		4	n e i m a gZ i n a t	neimaginat|=|Afpms-n|4
15250	191401	neimplicare	=	Ncfsrn	ne.im.pli.ca.re	neimplic'are	n e i m p l i k a r e	5		3	n e i m p l i k a r	neimplicare|=|Ncfsrn|3
15251	191408	neimplicat	=	Afpms-n	ne.im.pli.cat	neimplic'at	n e i m p l i k a t	4		3	n e i m p l i k a t	neimplicat|=|Afpms-n|3
15252	191424	neimportant	=	Afpms-n	ne.im.por.tant	neimport'ant	n e i m p o r t a n t	4		3	n e i m p o r t a n t	neimportant|=|Afpms-n|3
15253	191438	neimpozitare	=	Ncfsrn	ne.im.po.zi.ta.re	neimpozit'are	n e i m p o z i t a r e	6		4	n e i m p o z i t a r	neimpozitare|=|Ncfsrn|4
15254	191475	neinformat	=	Afpms-n	ne.in.for.mat	neinform'at	n e i n f o r m a t	4		3	n e i n f o r m a t	neinformat|=|Afpms-n|3
15255	191502	neinspirat	=	Afpms-n	ne.in.spi.rat	neinspir'at	n e i n s p i r a t	4		3	n e i n s p i r a t	neinspirat|=|Afpms-n|3
15256	191526	neinteligent	=	Afpms-n	ne.in.te.li.gent	neintelig'ent	n e i n t e l i gZ e n t	5		4	n e i n t e l i gZ e n t	neinteligent|=|Afpms-n|4
15257	191546	neinteresant	=	Afpms-n	ne.in.te.re.sant	neinteres'ant	n e i n t e r e s a n t	5		4	n e i n t e r e s a n t	neinteresant|=|Afpms-n|4
15258	191559	neinteresat	=	Afpms-n	ne.in.te.re.sat	neinteres'at	n e i n t e r e s a t	5		4	n e i n t e r e s a t	neinteresat|=|Afpms-n|4
15259	191595	neinventariat	=	Afpms-n	ne.in.ven.ta.ri.at	neinventari'at	n e i n v e n t a r i a t	6		5	n e i n v e n t a r i a t	neinventariat|=|Afpms-n|5
15260	191606	neinvitat	=	Afpms-n	ne.in.vi.tat	neinvit'at	n e i n v i t a t	4		3	n e i n v i t a t	neinvitat|=|Afpms-n|3
15261	191639	neizbândă	=	Ncfsrn	ne.iz.bân.dă	neizb'ândă	n e i z b 1 n d @	4		2	n e i z b 1 n d	neizbândă|=|Ncfsrn|2
15262	191646	neizolat	=	Afpms-n	ne.i.zo.lat	neizol'at	n e i z o l a t	4		3	n e i z o l a t	neizolat|=|Afpms-n|3
15263	191677	nejustificat	=	Afpms-n	ne.jus.ti.fi.cat	nejustific'at	n e Z u s t i f i k a t	5		4	n e Z u s t i f i k a t	nejustificat|=|Afpms-n|4
15264	191698	nelămurire	=	Ncfsrn	ne.lă.mu.ri.re	nelămur'ire	n e l @ m u r i r e	5		3	n e l @ m u r i r	nelămurire|=|Ncfsrn|3
15265	191719	nelegal	=	Afpms-n	ne.le.gal	neleg'al	n e l e g a l	3		2	n e l e g a l	nelegal|=|Afpms-n|2
15266	191735	nelegat	=	Afpms-n	ne.le.gat	neleg'at	n e l e g a t	3		2	n e l e g a t	nelegat|=|Afpms-n|2
15267	191749	nelegitim	=	Afpms-n	ne.le.gi.tim	neleg'itim	n e l e gZ i t i m	4		2	n e l e gZ i t i m	nelegitim|=|Afpms-n|2
15268	191765	nelegiuit	=	Afpms-n	ne.le.giu.it	nelegiu'it	n e l e gZ u i t	4		3	n e l e gZ u i t	nelegiuit|=|Afpms-n|3
15269	191783	neletal	=	Afpms-n	ne.le.tal	nelet'al	n e l e t a l	3		2	n e l e t a l	neletal|=|Afpms-n|2
15270	191801	nelicitat	=	Afpms-n	ne.li.ci.tat	nelicit'at	n e l i tS i t a t	4		3	n e l i tS i t a t	nelicitat|=|Afpms-n|3
15271	191807	nelimitat	=	Afpms-n	ne.li.mi.tat	nelimit'at	n e l i m i t a t	4		3	n e l i m i t a t	nelimitat|=|Afpms-n|3
15272	191825	neliniște	=	Ncfsrn	ne.li.niș.te	nel'iniște	n e l i n i S t e	4		1	n e l i n i S t	neliniște|=|Ncfsrn|1
15273	191839	neliniști	=	Vmnp	ne.li.niș.ti	nelinișt'i	n e l i n i S t i	4		3	n e l i n i S t	neliniști|=|Vmnp|3
15274	191859	neliniștit	=	Afpms-n	ne.li.niș.tit	nelinișt'it	n e l i n i S t i t	4		3	n e l i n i S t i t	neliniștit|=|Afpms-n|3
15275	191882	nelipsit	=	Afpms-n	ne.lip.sit	nelips'it	n e l i p s i t	3		2	n e l i p s i t	nelipsit|=|Afpms-n|2
15276	191895	nelivrat	=	Afpms-n	ne.li.vrat	nelivr'at	n e l i v r a t	3		2	n e l i v r a t	nelivrat|=|Afpms-n|2
15277	191900	neloaial	=	Afpms-n	ne.loa.ial	neloai'al	n e l o_X a j a l	3		2	n e l o_X a j a l	neloaial|=|Afpms-n|2
15278	191919	neloial	=	Afpms-n	ne.lo.ial	neloi'al	n e l o j a l	3		2	n e l o j a l	neloial|=|Afpms-n|2
15279	191935	neluat	=	Afpms-n	ne.lu.at	nelu'at	n e l u a t	3		2	n e l u a t	neluat|=|Afpms-n|2
15280	191950	nelucrat	=	Afpms-n	ne.lu.crat	nelucr'at	n e l u k r a t	3		2	n e l u k r a t	nelucrat|=|Afpms-n|2
15281	191972	nelucrător	=	Afpms-n	ne.lu.cră.tor	nelucrăt'or	n e l u k r @ t o r	4		3	n e l u k r @ t o r	nelucrător|=|Afpms-n|3
15282	191987	nemărginit	=	Afpms-n	ne.măr.gi.nit	nemărgin'it	n e m @ r gZ i n i t	4		3	n e m @ r gZ i n i t	nemărginit|=|Afpms-n|3
15283	192005	nemăsurabil	=	Afpms-n	ne.mă.su.ra.bil	nemăsur'abil	n e m @ s u r a b i l	5		3	n e m @ s u r a b i l	nemăsurabil|=|Afpms-n|3
15284	192029	nemțesc	=	Afpms-n	nem.țesc	nemț'esc	n e m ts e s k	2		1	n e m ts e s k	nemțesc|=|Afpms-n|1
15285	192046	nemți	=	Vmnp	nem.ți	nemț'i	n e m ts i	2		1	n e m ts	nemți|=|Vmnp|1
15286	192065	nemțișor	=	Ncms-n	nem.ți.șor	nemțiș'or	n e m ts i S o r	3		2	n e m ts i S o r	nemțișor|=|Ncms-n|2
15287	192082	nemțoaică	=	Ncfsrn	nem.țoai.că	nemțo'aică	n e m ts o_X a j k @	3		1	n e m ts o_X a j k	nemțoaică|=|Ncfsrn|1
15288	192090	nemțoicuță	=	Ncfsrn	nem.țoi.cu.ță	nemțoic'uță	n e m ts o j k u ts @	4		2	n e m ts o j k u ts	nemțoicuță|=|Ncfsrn|2
15289	192093	nemachiat	=	Afpms-n	ne.ma.chiat	nemachi'at	n e m a k_j a t	3		2	n e m a k_j a t	nemachiat|=|Afpms-n|2
15290	194284	nemaipomenit	=	Afpms-n	ne.mai.po.me.nit	nemaipomen'it	n e m a j p o m e n i t	5		4	n e m a j p o m e n i t	nemaipomenit|=|Afpms-n|4
15291	195265	nemaivăzut	=	Afpms-n	ne.mai.vă.zut	nemaivăz'ut	n e m a j v @ z u t	4		3	n e m a j v @ z u t	nemaivăzut|=|Afpms-n|3
15292	195716	nemaiîntâlnit	=	Afpms-n	ne.mai.în.tâl.nit	nemaiîntâln'it	n e m a j 1 n t 1 l n i t	5		4	n e m a j 1 n t 1 l n i t	nemaiîntâlnit|=|Afpms-n|4
15293	195758	nemarcat	=	Afpms-n	ne.mar.cat	nemarc'at	n e m a r k a t	3		2	n e m a r k a t	nemarcat|=|Afpms-n|2
15294	195778	nematelmint	=	Ncms-n	ne.ma.tel.mint	nematelm'int	n e m a t e l m i n t	4		3	n e m a t e l m i n t	nematelmint|=|Ncms-n|3
15295	195784	nematerial	=	Afpms-n	ne.ma.te.rial	nemateri'al	n e m a t e r j a l	4		3	n e m a t e r j a l	nematerial|=|Afpms-n|3
15296	195801	nemeș	=	Ncms-n	ne.meș	n'emeș	n e m e S	2		0	n e m e S	nemeș|=|Ncms-n|0
15297	195810	nemedical	=	Afpms-n	ne.me.di.cal	nemedic'al	n e m e d i k a l	4		3	n e m e d i k a l	nemedical|=|Afpms-n|3
15298	195820	nemeritat	=	Afpms-n	ne.me.ri.tat	nemerit'at	n e m e r i t a t	4		3	n e m e r i t a t	nemeritat|=|Afpms-n|3
15299	195834	nemernică	=	Ncfsrn	ne.mer.ni.că	nem'ernică	n e m e r n i k @	4		1	n e m e r n i k	nemernică|=|Ncfsrn|1
15300	195836	nemernic	=	Afpms-n	ne.mer.nic	nem'ernic	n e m e r n i k	3		1	n e m e r n i k	nemernic|=|Afpms-n|1
15301	195837	nemernic	=	Ncms-n	ne.mer.nic	nem'ernic	n e m e r n i k	3		1	n e m e r n i k	nemernic|=|Ncms-n|1
15302	195862	nemernici	=	Vmnp	ne.mer.ni.ci	nemernic'i	n e m e r n i tS i	4		3	n e m e r n i tS	nemernici|=|Vmnp|3
