d_in	d_out	before	after	key1	key2	desin1	desin2	stress change
a	a	k	n	candidat|=|Afpms-n|2	candidați|candidat|Ncmp-n|2		i_0	FALSE
a	a	k	n	candidată|=|Ncfsrn|2	candidate|candidată|Ncfp-n|2	ă	e	FALSE
a	a	k	n	cangur|=|Ncms-n|0	canguri|cangur|Ncmp-n|0		i_0	FALSE
a	a	k	n	canonarh|=|Ncms-n|2	canonarhi|canonarh|Ncmp-n|2		i_0	FALSE
a	a	k	n	canotaj|=|Ncms-n|2	canotaje|canotaj|Ncfp-n|2		e	FALSE
a	a	k	n	cană|=|Ncfsrn|0	cane|cană|Ncfp-n|0	ă	e	FALSE
a	a	k	p	cap|=|Ncms-n|0	capete|cap|Ncfp-n|0		e t e	FALSE
a	a	k	p	cap|=|Ncms-n|0	capi|cap|Ncmp-n|0		i_0	FALSE
a	a	k	p	cap|=|Ncms-n|0	capuri|cap|Ncfp-n|0		u r i_0	FALSE
a	a	k	p	capac|=|Ncms-n|1	capace|capac|Ncfp-n|1		e	FALSE
a	a	k	p	capcană|=|Ncfsrn|1	capcane|capcană|Ncfp-n|1	ă	e	FALSE
a	a	k	p	capie|=|Ncfsrn|0	capii|capie|Ncfp-n|0	e	j	FALSE
a	a	k	p	capilar|=|Afpms-n|2	capilare|capilar|Ncfp-n|2		e	FALSE
a	a	k	p	capital|=|Afpms-n|2	capitaluri|capital|Ncfp-n|2		u r i_0	FALSE
a	a	k	p	capitală|=|Ncfsrn|2	capitale|capitală|Ncfp-n|2	ă	e	FALSE
a	a	k	p	capitălaș|=|Ncms-n|3	capitălașe|capitălaș|Ncfp-n|3		e	FALSE
a	a	k	p	capiște|=|Ncfsrn|0	capiști|capiște|Ncfp-n|0	e	i_0	FALSE
a	a	k	p	caporal|=|Ncms-n|2	caporali|caporal|Ncmp-n|2		i_0	FALSE
a	a	k	p	capră|=|Ncfsrn|0	capre|capră|Ncfp-n|0	ă	e	FALSE
a	a	k	p	capă|=|Ncfsrn|0	cape|capă|Ncfp-n|0	ă	e	FALSE
a	a	k	p	capăt|=|Ncms-n|0	capete|capăt|Ncfp-n|0		e	FALSE
a	a	k	r	car|=|Ncms-n|0	care|car|Ncfp-n|0		e	FALSE
a	a	k	r	car|=|Ncms-n|0	cari|car|Ncmp-n|0		i_0	FALSE
a	a	k	r	car|=|Ncms-n|0	caruri|car|Ncfp-n|0		u r i_0	FALSE
a	a	k	r	caracatiță|=|Ncfsrn|2	caracatițe|caracatiță|Ncfp-n|2	ă	e	FALSE
a	a	k	r	carafă|=|Ncfsrn|1	carafe|carafă|Ncfp-n|1	ă	e	FALSE
a	a	k	r	caraghioasă|=|Ncfsrn|2	caraghioase|caraghioasă|Ncfp-n|2	ă	e	FALSE
a	a	k	r	caras|=|Ncms-n|1	carași|caras|Ncmp-n|1		i_0	FALSE
a	a	k	r	caravană|=|Ncfsrn|2	caravane|caravană|Ncfp-n|2	ă	e	FALSE
a	a	k	r	carburant|=|Ncms-n|2	carburanți|carburant|Ncmp-n|2		i_0	FALSE
a	a	k	r	carcasă|=|Ncfsrn|1	carcase|carcasă|Ncfp-n|1	ă	e	FALSE
a	a	k	r	card|=|Ncms-n|0	carduri|card|Ncfp-n|0		u r i_0	FALSE
a	a	k	r	cardiacă|=|Ncfsrn|2	cardiace|cardiacă|Ncfp-n|2	ă	e	FALSE
a	a	k	r	cardinal|=|Ncms-n|2	cardinali|cardinal|Ncmp-n|2		i_0	FALSE
a	a	k	r	cardiospasm|=|Ncms-n|3	cardiospasme|cardiospasm|Ncfp-n|3		e	FALSE
a	a	k	r	carie|=|Ncfsrn|0	carii|carie|Ncfp-n|0	e	j	FALSE
a	a	k	r	carnaval|=|Ncms-n|2	carnavaluri|carnaval|Ncfp-n|2		u r i_0	FALSE
a	a	k	r	carpocapsă|=|Ncfsrn|2	carpocapse|carpocapsă|Ncfp-n|2	ă	e	FALSE
a	a	k	r	carter|=|Ncms-n|0	cartere|carter|Ncfp-n|0		e	FALSE
a	a	k	r	cartilaj|=|Ncms-n|2	cartilaje|cartilaj|Ncfp-n|2		e	FALSE
a	a	k	r	cartnic|=|Ncms-n|0	cartnici|cartnic|Ncmp-n|0		tS	FALSE
a	a	k	r	cartonaș|=|Ncms-n|2	cartonașe|cartonaș|Ncfp-n|2		e	FALSE
a	a	k	s	casap|=|Ncms-n|1	casapi|casap|Ncmp-n|1		i_0	FALSE
a	a	k	s	casată|=|Ncfsrn|1	casate|casată|Ncfp-n|1	ă	e	FALSE
a	a	k	s	casație|=|Ncfsrn|1	casații|casație|Ncfp-n|1	e	j	FALSE
a	a	k	s	cascadă|=|Ncfsrn|1	cascade|cascadă|Ncfp-n|1	ă	e	FALSE
a	a	k	s	casnică|=|Ncfsrn|0	casnice|casnică|Ncfp-n|0	ă	e	FALSE
a	a	k	s	castană|=|Ncfsrn|1	castane|castană|Ncfp-n|1	ă	e	FALSE
a	a	k	s	castor|=|Ncms-n|0	castori|castor|Ncmp-n|0		i_0	FALSE
a	a	k	s	castru|=|Ncms-n|0	castre|castru|Ncfp-n|0	u	e	FALSE
a	a	k	s	castă|=|Ncfsrn|0	caste|castă|Ncfp-n|0	ă	e	FALSE
a	a	k	s	casă|=|Ncfsrn|0	case|casă|Ncfp-n|0	ă	e	FALSE
a	a	k	t	cat|=|Ncms-n|0	caturi|cat|Ncfp-n|0		u r i_0	FALSE
a	a	k	t	catafalc|=|Ncms-n|2	catafalcuri|catafalc|Ncfp-n|2		u r i_0	FALSE
a	a	k	t	catahris|=|Ncms-n|1	catahrisuri|catahris|Ncfp-n|1		u r i_0	FALSE
a	a	k	t	cataif|=|Ncms-n|1	cataifuri|cataif|Ncfp-n|1		u r i_0	FALSE
a	a	k	t	catalan|=|Ncms-n|2	catalani|catalan|Ncmp-n|2		i_0	FALSE
a	a	k	t	catalană|=|Ncfsrn|2	catalane|catalană|Ncfp-n|2	ă	e	FALSE
a	a	k	t	cataractă|=|Ncfsrn|2	cataracte|cataractă|Ncfp-n|2	ă	e	FALSE
a	a	k	t	cataramă|=|Ncfsrn|2	catarame|cataramă|Ncfp-n|2	ă	e	FALSE
a	a	k	t	catarg|=|Ncms-n|1	catarge|catarg|Ncfp-n|1		e	FALSE
a	a	k	t	catedrală|=|Ncfsrn|2	catedrale|catedrală|Ncfp-n|2	ă	e	FALSE
a	a	k	t	catgut|=|Ncm--n|0	catguturi|catgut|Ncfp-n|0		u r i_0	FALSE
a	a	k	u	cauză|=|Ncfsrn|0	cauze|cauză|Ncfp-n|0	ă	e	FALSE
a	a	k	v	cavaf|=|Ncms-n|1	cavafi|cavaf|Ncmp-n|1		i_0	FALSE
a	a	k	z	caz|=|Ncms-n|0	cazuri|caz|Ncfp-n|0		u r i_0	FALSE
a	a	k	z	cazac|=|Ncms-n|1	cazaci|cazac|Ncmp-n|1		tS	FALSE
a	a	k	z	cazan|=|Ncms-n|1	cazane|cazan|Ncfp-n|1		e	FALSE
a	a	k	z	cazemată|=|Ncfsrn|2	cazemate|cazemată|Ncfp-n|2	ă	e	FALSE
a	a	k	z	caznă|=|Ncfsrn|0	cazne|caznă|Ncfp-n|0	ă	e	FALSE
a	a	k	S	cașcaval|=|Ncms-n|2	cașcavaluri|cașcaval|Ncfp-n|2		u r i_0	FALSE
a	a	tS		ceai|=|Ncms-n|0	ceaiuri|ceai|Ncfp-n|0	i	j u r i_0	FALSE
a	a	tS	p	ceapcân|=|Ncms-n|0	ceapcâni|ceapcân|Ncmp-n|0		i_0	FALSE
a	a	tS	p	ceapcă|=|Ncfsrn|0	ceapce|ceapcă|Ncfp-n|0	ă	e	FALSE
a	a	tS	r	cearceaf|=|Ncms-n|1	cearceafuri|cearceaf|Ncfp-n|1		u r i_0	FALSE
a	a	tS	r	ceardac|=|Ncms-n|1	ceardace|ceardac|Ncfp-n|1		e	FALSE
a	a	tS	r	ceardac|=|Ncms-n|1	ceardacuri|ceardac|Ncfp-n|1		u r i_0	FALSE
a	a	tS	r	ceardaș|=|Ncms-n|0	ceardașuri|ceardaș|Ncfp-n|0		u r i_0	FALSE
a	a	tS	r	cearșaf|=|Ncms-n|1	cearșafuri|cearșaf|Ncfp-n|1		u r i_0	FALSE
a	a	tS	s	ceas|=|Ncms-n|0	ceasuri|ceas|Ncfp-n|0		u r i_0	FALSE
a	a	tS	S	ceașnic|=|Ncms-n|0	ceașnici|ceașnic|Ncmp-n|0		tS	FALSE
a	a	o_X	j	cehoaică|=|Ncfsrn|1	cehoaice|cehoaică|Ncfp-n|1	ă	e	FALSE
a	a	v	k	cehoslovac|=|Afpms-n|3	cehoslovaci|cehoslovac|Ncmp-n|3		tS	FALSE
a	a	l	r	celular|=|Ncms-n|2	celulare|celular|Ncfp-n|2		e	FALSE
a	a	n	k	cenaclu|=|Ncms-n|1	cenacle|cenaclu|Ncfp-n|1	u	e	FALSE
a	a	n	k	cenaclu|=|Ncms-n|1	cenacluri|cenaclu|Ncfp-n|1	u	u r i_0	FALSE
a	a	n	r	centenar|=|Ncms-n|2	centenare|centenar|Ncfp-n|2		e	FALSE
a	a	r	l	centrală|=|Ncfsrn|1	centrale|centrală|Ncfp-n|1	ă	e	FALSE
a	a	r	m	ceramică|=|Ncfsrn|1	ceramici|ceramică|Ncfp-n|1	ă	tS	FALSE
a	a	t	S	cercetaș|=|Ncms-n|2	cercetași|cercetaș|Ncmp-n|2		i_0	FALSE
a	a	d	k	cerdac|=|Ncms-n|1	cerdace|cerdac|Ncfp-n|1		e	FALSE
a	a	d	k	cerdac|=|Ncms-n|1	cerdacuri|cerdac|Ncfp-n|1		u r i_0	FALSE
a	a	e	l	cereală|=|Ncfsrn|2	cereale|cereală|Ncfp-n|2	ă	e	FALSE
a	a	i	l	ceremonial|=|Ncms-n|4	ceremoniale|ceremonial|Ncfp-n|4		e	FALSE
a	a	i	l	ceremonial|=|Ncms-n|4	ceremonialuri|ceremonial|Ncfp-n|4		u r i_0	FALSE
a	a	k	t	certificat|=|Ncms-n|3	certificate|certificat|Ncfp-n|3		e	FALSE
a	a	z	r	cezar|=|Ncms-n|1	cezari|cezar|Ncmp-n|1		i_0	FALSE
a	a	z	r	cezariană|=|Ncfsrn|3	cezariane|cezariană|Ncfp-n|3	ă	e	FALSE
a	a	tS	r	charter|=|Ncms-n|0	chartere|charter|Ncfp-n|0		e	FALSE
a	a	k_j	g	cheag|=|Ncms-n|0	cheaguri|cheag|Ncfp-n|0		u r i_0	FALSE
a	a	r	t	chelicerată|=|Ncfsrn|3	chelicerate|chelicerată|Ncfp-n|3	ă	e	FALSE
a	a	n	f	chenaf|=|Ncms-n|1	chenafi|chenaf|Ncmp-n|1		i_0	FALSE
a	a	e_X	g	chepeneag|=|Ncms-n|2	chepeneaguri|chepeneag|Ncfp-n|2		u r i_0	FALSE
a	a	n	r	chestionar|=|Ncms-n|3	chestionare|chestionar|Ncfp-n|3		e	FALSE
a	a	o_X	j	chinezoaică|=|Ncfsrn|2	chinezoaice|chinezoaică|Ncfp-n|2	ă	e	FALSE
a	a	o_X	r	chioară|=|Ncfsrn|0	chioare|chioară|Ncfp-n|0	ă	e	FALSE
a	a	k	r	chioșcar|=|Ncms-n|1	chioșcari|chioșcar|Ncmp-n|1		i_0	FALSE
a	a	i	S	chiriaș|=|Ncms-n|2	chiriași|chiriaș|Ncmp-n|2		i_0	FALSE
a	a	t	n	chitanță|=|Ncfsrn|1	chitanțe|chitanță|Ncfp-n|1	ă	e	FALSE
a	a	t	r	chitară|=|Ncfsrn|1	chitare|chitară|Ncfp-n|1	ă	e	FALSE
a	a	n	g	chitonag|=|Ncms-n|2	chitonage|chitonag|Ncfp-n|2		e	FALSE
a	a	h	n	chiulhan|=|Ncms-n|1	chiulhanuri|chiulhan|Ncfp-n|1		u r i_0	FALSE
a	a	o_X	k	chiștoacă|=|Ncfsrn|1	chiștoace|chiștoacă|Ncfp-n|1	ă	e	FALSE
a	a	k	n	chițcan|=|Ncms-n|1	chițcani|chițcan|Ncmp-n|1		i_0	FALSE
a	a	l	n	ciclan|=|Ncms-n|1	ciclani|ciclan|Ncmp-n|1		i_0	FALSE
a	a	e	s	cineast|=|Ncms-n|2	cineaști|cineast|Ncmp-n|2		i_0	FALSE
a	a	n	k	cinecenaclu|=|Ncms-n|3	cinecenacluri|cinecenaclu|Ncfp-n|3	u	u r i_0	FALSE
a	a	m	t	cinematograf|=|Ncms-n|4	cinematografe|cinematograf|Ncfp-n|4		e	FALSE
a	a	o_X	k	cioacă|=|Ncfsrn|0	cioace|cioacă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	n	cioancă|=|Ncfsrn|0	cioance|cioancă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	r	cioarsă|=|Ncfsrn|0	cioarse|cioarsă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	t	cioatcă|=|Ncfsrn|0	cioatce|cioatcă|Ncfp-n|0	ă	e	FALSE
a	a	b	n	cioban|=|Ncms-n|1	ciobani|cioban|Ncmp-n|1		i_0	FALSE
a	a	k	n	ciocan|=|Ncms-n|1	ciocane|ciocan|Ncfp-n|1		e	FALSE
a	a	k	n	ciocan|=|Ncms-n|1	ciocani|ciocan|Ncmp-n|1		i_0	FALSE
a	a	o_X	i	ciocoaică|=|Ncfsrn|1	ciocoaice|ciocoaică|Ncfp-n|1	ă	e	FALSE
a	a	l	t	ciocolată|=|Ncfsrn|2	ciocolate|ciocolată|Ncfp-n|2	ă	e	FALSE
a	a	l	n	ciolan|=|Ncms-n|1	ciolane|ciolan|Ncfp-n|1		e	FALSE
a	a	p	n	ciolpan|=|Ncms-n|1	ciolpani|ciolpan|Ncmp-n|1		i_0	FALSE
a	a	r	p	ciorap|=|Ncms-n|1	ciorapi|ciorap|Ncmp-n|1		i_0	FALSE
a	a	j	g	ciormoiag|=|Ncms-n|2	ciormoiagi|ciormoiag|Ncmp-n|2		gZ	FALSE
a	a	r	k	cirac|=|Ncms-n|1	ciraci|cirac|Ncmp-n|1		tS	FALSE
a	a	k	r	circar|=|Ncms-n|1	circari|circar|Ncmp-n|1		i_0	FALSE
a	a	l	r	circulară|=|Ncfsrn|2	circulare|circulară|Ncfp-n|2	ă	e	FALSE
a	a	l	ts	circulație|=|Ncfsrn|2	circulații|circulație|Ncfp-n|2	e	j	FALSE
a	a	t	n	circumstanță|=|Ncfsrn|2	circumstanțe|circumstanță|Ncfp-n|2	ă	e	FALSE
a	a	t	r	citarea|=|Ncfsrn|1	citarele|citarea|Ncfp-n|2	a	l e	TRUE
a	a	t	t	citat|=|Ncms-n|1	citate|citat|Ncfp-n|1		e	FALSE
a	a	t	ts	citație|=|Ncfsrn|1	citații|citație|Ncfp-n|1	e	j	FALSE
a	a	m	t	ciumată|=|Ncfsrn|1	ciumate|ciumată|Ncfp-n|1	ă	e	FALSE
a	a	p	l	ciumpalac|=|Ncms-n|2	ciumpalaci|ciumpalac|Ncmp-n|2		tS	FALSE
a	a	d	r	ciurdar|=|Ncms-n|1	ciurdari|ciurdar|Ncmp-n|1		i_0	FALSE
a	a	z	ts	civilizație|=|Ncfsrn|3	civilizații|civilizație|Ncfp-n|3	e	j	FALSE
a	a	m	r	cizmar|=|Ncms-n|1	cizmari|cizmar|Ncmp-n|1		i_0	FALSE
a	a	l	k	clac|=|Ncms-n|0	clacuri|clac|Ncfp-n|0		u r i_0	FALSE
a	a	l	n	clan|=|Ncms-n|0	clanuri|clan|Ncfp-n|0		u r i_0	FALSE
a	a	l	n	clancăt|=|Ncms-n|0	clancăte|clancăt|Ncfp-n|0		e	FALSE
a	a	l	n	clanț|=|Ncms-n|0	clanțuri|clanț|Ncfp-n|0		u r i_0	FALSE
a	a	l	n	clanță|=|Ncfsrn|0	clanțe|clanță|Ncfp-n|0	ă	e	FALSE
a	a	l	p	clapcă|=|Ncfsrn|0	clapce|clapcă|Ncfp-n|0	ă	e	FALSE
a	a	l	s	clastocarst|=|Ncms-n|2	clastocarsturi|clastocarst|Ncfp-n|2		u r i_0	FALSE
a	a	l	s	clasă|=|Ncfsrn|0	clase|clasă|Ncfp-n|0	ă	e	FALSE
a	a	l	u	clauză|=|Ncfsrn|0	clauze|clauză|Ncfp-n|0	ă	e	FALSE
a	a	l	v	clavicimbal|=|Ncms-n|3	clavicimbaluri|clavicimbal|Ncfp-n|3		u r i_0	FALSE
a	a	l	v	clavus|=|Ncms-n|0	clavusuri|clavus|Ncfp-n|0		u r i_0	FALSE
a	a	m	t	climat|=|Ncms-n|1	climaturi|climat|Ncfp-n|2		u r i_0	TRUE
a	a	v	Z	clivaj|=|Ncms-n|1	clivaje|clivaj|Ncfp-n|1		e	FALSE
a	a	o_X	m	cloambă|=|Ncfsrn|0	cloambe|cloambă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	n	cloanță|=|Ncfsrn|0	cloanțe|cloanță|Ncfp-n|0	ă	e	FALSE
a	a	p	r	clăpar|=|Ncms-n|1	clăpari|clăpar|Ncmp-n|1		i_0	FALSE
a	a	z	t	cnezat|=|Ncms-n|1	cnezate|cnezat|Ncfp-n|1		e	FALSE
a	a	l	s	cnidoblast|=|Ncms-n|2	cnidoblaste|cnidoblast|Ncfp-n|2		e	FALSE
a	a	o_X	tS	coacere|=|Ncfsrn|0	coaceri|coacere|Ncfp-n|0	e	i_0	FALSE
a	a	o_X	k	coacăz|=|Ncms-n|0	coacăzi|coacăz|Ncmp-n|0		i_0	FALSE
a	a	o_X	k	coacăză|=|Ncfsrn|0	coacăze|coacăză|Ncfp-n|0	ă	e	FALSE
a	a	o_X	d	coadă|=|Ncfsrn|0	coade|coadă|Ncfp-n|0	ă	e	FALSE
a	a	o	g	coagul|=|Ncms-n|1	coaguli|coagul|Ncmp-n|1		i_0	FALSE
a	a	o_X	l	coală|=|Ncfsrn|0	coale|coală|Ncfp-n|0	ă	e	FALSE
a	a	o_X	m	coamă|=|Ncfsrn|0	coame|coamă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	p	coapsă|=|Ncfsrn|0	coapse|coapsă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	p	coaptă|=|Ncfsrn|0	coapte|coaptă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	r	coarbă|=|Ncfsrn|0	coarbe|coarbă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	r	coardă|=|Ncfsrn|0	coarde|coardă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	r	coarnă|=|Ncfsrn|0	coarne|coarnă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	s	coasere|=|Ncfsrn|0	coaseri|coasere|Ncfp-n|0	e	i_0	FALSE
a	a	o_X	s	coastă|=|Ncfsrn|0	coaste|coastă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	s	coasă|=|Ncfsrn|0	coase|coasă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	r	cobzișoară|=|Ncfsrn|2	cobzișoare|cobzișoară|Ncfp-n|2	ă	e	FALSE
a	a	k	i	cocainoman|=|Ncms-n|4	cocainomani|cocainoman|Ncmp-n|4		i_0	FALSE
a	a	k	j	cocaină|=|Ncfsrn|1	cocaine|cocaină|Ncfp-n|1	ă	e	FALSE
a	a	o_X	b	cocioabă|=|Ncfsrn|1	cocioabe|cocioabă|Ncfp-n|1	ă	e	FALSE
a	a	t	j	coctail|=|Ncms-n|1	coctailuri|coctail|Ncfp-n|1		u r i_0	FALSE
a	a	d	l	codalb|=|Ncms-n|1	codalbi|codalb|Ncmp-n|1		i_0	FALSE
a	a	b	t	codobatură|=|Ncfsrn|2	codobaturi|codobatură|Ncfp-n|2	ă	i_0	FALSE
a	a	n	n	codominanță|=|Ncfsrn|3	codominanțe|codominanță|Ncfp-n|3	ă	e	FALSE
a	a	t	r	cofetar|=|Ncms-n|2	cofetari|cofetar|Ncmp-n|2		i_0	FALSE
a	a	r	Z	cofraj|=|Ncms-n|1	cofraje|cofraj|Ncfp-n|1		e	FALSE
a	a	h	l	cohalm|=|Ncms-n|1	cohalmuri|cohalm|Ncfp-n|1		u r i_0	FALSE
a	a	k	r	cojocar|=|Ncms-n|2	cojocari|cojocar|Ncmp-n|2		i_0	FALSE
a	a	l	k	colac|=|Ncms-n|1	colaci|colac|Ncmp-n|1		tS	FALSE
a	a	l	Z	colaj|=|Ncms-n|1	colaje|colaj|Ncfp-n|1		e	FALSE
a	a	l	p	colaps|=|Ncms-n|1	colapsuri|colaps|Ncfp-n|1		u r i_0	FALSE
a	a	n	r	colecționar|=|Ncms-n|4	colecționari|colecționar|Ncmp-n|4		i_0	FALSE
a	a	o_X	n	coloană|=|Ncfsrn|1	coloane|coloană|Ncfp-n|1	ă	e	FALSE
a	a	n	d	colonadă|=|Ncfsrn|2	colonade|colonadă|Ncfp-n|2	ă	e	FALSE
a	a	r	n	colorant|=|Ncms-n|2	coloranți|colorant|Ncmp-n|2		i_0	FALSE
a	a	n	S	colțunaș|=|Ncms-n|2	colțunași|colțunaș|Ncmp-n|2		i_0	FALSE
a	a	m	n	coman|=|Ncms-n|1	comani|coman|Ncmp-n|1		i_0	FALSE
a	a	m	n	comandant|=|Ncms-n|2	comandanți|comandant|Ncmp-n|2		i_0	FALSE
a	a	m	n	comando|=|Ncms-n|1	comandouri|comando|Ncfp-n|1	o	o u r i_0	FALSE
a	a	m	n	comană|=|Ncfsrn|1	comane|comană|Ncfp-n|1	ă	e	FALSE
a	a	m	n	comanș|=|Afpms-n|1	comanși|comanș|Ncmp-n|1		i_0	FALSE
a	a	m	r	comarnic|=|Ncms-n|1	comarnice|comarnic|Ncfp-n|1		e	FALSE
a	a	b	t	combatant|=|Ncms-n|2	combatanți|combatant|Ncmp-n|2		i_0	FALSE
a	a	b	t	combatere|=|Ncfsrn|1	combateri|combatere|Ncfp-n|1	e	i_0	FALSE
a	a	n	t	combinat|=|Ncms-n|2	combinate|combinat|Ncfp-n|2		e	FALSE
a	a	n	ts	combinație|=|Ncfsrn|2	combinații|combinație|Ncfp-n|2	e	j	FALSE
a	a	i	n	comediant|=|Ncms-n|3	comedianți|comediant|Ncmp-n|3		i_0	FALSE
a	a	t	r	comentariu|=|Ncms-n|2	comentarii|comentariu|Ncfp-n|2	u	j	FALSE
a	a	i	n	comerciant|=|Ncms-n|3	comercianți|comerciant|Ncmp-n|3		i_0	FALSE
a	a	i	n	comerciantă|=|Ncfsrn|3	comerciante|comerciantă|Ncfp-n|3	ă	e	FALSE
a	a	s	r	comisar|=|Ncms-n|2	comisari|comisar|Ncmp-n|2		i_0	FALSE
a	a	s	r	comisariat|=|Ncms-n|4	comisariate|comisariat|Ncfp-n|4		e	FALSE
a	a	t	t	comitat|=|Ncms-n|2	comitate|comitat|Ncfp-n|2		e	FALSE
a	a	p	r	comparație|=|Ncfsrn|2	comparații|comparație|Ncfp-n|2	e	j	FALSE
a	a	p	t	compatrioată|=|Ncfsrn|3	compatrioate|compatrioată|Ncfp-n|3	ă	e	FALSE
a	a	s	ts	compensație|=|Ncfsrn|2	compensații|compensație|Ncfp-n|2	e	j	FALSE
a	a	l	ts	compilație|=|Ncfsrn|2	compilații|compilație|Ncfp-n|2	e	j	FALSE
a	a	k	ts	complicație|=|Ncfsrn|2	complicații|complicație|Ncfp-n|2	e	j	FALSE
a	a	m	t	comprimat|=|Ncms-n|2	comprimate|comprimat|Ncfp-n|2		e	FALSE
a	a	k	t	comunicat|=|Ncms-n|3	comunicate|comunicat|Ncfp-n|3		e	FALSE
a	a	k	ts	comunicație|=|Ncfsrn|3	comunicații|comunicație|Ncfp-n|3	e	j	FALSE
a	a	n	k	conac|=|Ncms-n|1	conace|conac|Ncfp-n|1		e	FALSE
a	a	n	ts	conațional|=|Ncms-n|4	conaționali|conațional|Ncmp-n|4		i_0	FALSE
a	a	r	t	concentrat|=|Ncms-n|2	concentrate|concentrat|Ncfp-n|2		e	FALSE
a	a	r	ts	concentrație|=|Ncfsrn|2	concentrații|concentrație|Ncfp-n|2	e	j	FALSE
a	a	m	j	concertmaistru|=|Ncms-n|2	concertmaiștri|concertmaistru|Ncmp-n|2	u	i	FALSE
a	a	n	r	concesionar|=|Ncms-n|4	concesionari|concesionar|Ncmp-n|4		i_0	FALSE
a	a	l	v	conclav|=|Ncms-n|1	conclave|conclav|Ncfp-n|1		e	FALSE
a	a	l	v	conclav|=|Ncms-n|1	conclavuri|conclav|Ncfp-n|1		u r i_0	FALSE
a	a	d	n	concordanță|=|Ncfsrn|2	concordanțe|concordanță|Ncfp-n|2	ă	e	FALSE
a	a	d	t	concordat|=|Ncms-n|2	concordate|concordat|Ncfp-n|2		e	FALSE
a	a	n	Z	concubinaj|=|Ncms-n|3	concubinaje|concubinaj|Ncfp-n|3		e	FALSE
a	a	d	m	condamnat|=|Afpms-n|2	condamnați|condamnat|Ncmp-n|2		i_0	FALSE
a	a	d	m	condamnată|=|Ncfsrn|2	condamnate|condamnată|Ncfp-n|2	ă	e	FALSE
a	a	r	ts	confederație|=|Ncfsrn|3	confederații|confederație|Ncfp-n|3	e	j	FALSE
a	a	i	r	conferențiar|=|Ncms-n|4	conferențiari|conferențiar|Ncmp-n|4		i_0	FALSE
a	a	n	l	confesional|=|Ncms-n|4	confesionale|confesional|Ncfp-n|4		e	FALSE
a	a	r	ts	configurație|=|Ncfsrn|3	configurații|configurație|Ncfp-n|3	e	j	FALSE
a	a	l	g	conflagrație|=|Ncfsrn|2	conflagrații|conflagrație|Ncfp-n|2	e	j	FALSE
a	a	r	t	confrate|=|Ncms-n|1	confrați|confrate|Ncmp-n|1	e	i_0	FALSE
a	a	r	t	conglomerat|=|Afpms-n|3	conglomerate|conglomerat|Ncfp-n|3		e	FALSE
a	a	g	ts	congregație|=|Ncfsrn|2	congregații|congregație|Ncfp-n|2	e	j	FALSE
a	a	i	k	coniac|=|Ncms-n|2	coniacuri|coniac|Ncfp-n|2		u r i_0	FALSE
a	a	t	ts	conotație|=|Ncfsrn|2	conotații|conotație|Ncfp-n|2	e	j	FALSE
a	a	v	n	conservant|=|Afpms-n|2	conservante|conservant|Ncfp-n|2		e	FALSE
a	a	v	n	conservant|=|Afpms-n|2	conservanți|conservant|Ncmp-n|2		i_0	FALSE
a	a	r	ts	considerație|=|Ncfsrn|3	considerații|considerație|Ncfp-n|3	e	j	FALSE
a	a	o_X	n	consoană|=|Ncfsrn|1	consoane|consoană|Ncfp-n|1	ă	e	FALSE
a	a	o_X	r	consoartă|=|Ncfsrn|1	consoarte|consoartă|Ncfp-n|1	ă	e	FALSE
a	a	n	n	consonanță|=|Ncfsrn|2	consonanțe|consonanță|Ncfp-n|2	ă	e	FALSE
a	a	r	ts	conspirație|=|Ncfsrn|2	conspirații|conspirație|Ncfp-n|2	e	j	FALSE
a	a	t	n	constantă|=|Ncfsrn|1	constante|constantă|Ncfp-n|1	ă	e	FALSE
a	a	t	n	constanță|=|Ncfsrn|1	constanțe|constanță|Ncfp-n|1	ă	e	FALSE
a	a	p	ts	constipație|=|Ncfsrn|2	constipații|constipație|Ncfp-n|2	e	j	FALSE
a	a	l	t	consulat|=|Ncms-n|2	consulate|consulat|Ncfp-n|2		e	FALSE
a	a	t	n	consultant|=|Ncms-n|2	consultanți|consultant|Ncmp-n|2		i_0	FALSE
a	a	t	n	consultanță|=|Ncfsrn|2	consultanțe|consultanță|Ncfp-n|2	ă	e	FALSE
a	a	t	ts	consultație|=|Ncfsrn|2	consultații|consultație|Ncfp-n|2	e	j	FALSE
a	a	m	ts	consumație|=|Ncfsrn|2	consumații|consumație|Ncfp-n|2	e	j	FALSE
a	a	t	b	contabil|=|Afpms-n|1	contabili|contabil|Ncmp-n|1		i_0	FALSE
a	a	t	b	contabilă|=|Ncfsrn|1	contabile|contabilă|Ncfp-n|1	ă	e	FALSE
